85,926
178,1561
256,1745
275,1767
279,1775
285,1782
289,1785
297,1795
318,1946
332,1955
350,1971
368,2002
468,2358
513,2809
547,2889
591,3007
605,3047
695,3452
926,4053
1227,4619
1404,4983
1413,4990
1418,5000
1423,5012
1428,5017
1431,5017
1434,5021
1435,5021
1443,5040
1444,5043
