515,3018
1610,5792
2492,8528
3224,10304
3534,11001
3898,11114
4417,12219
5099,14545
5945,15544
6095,16059
6204,16359
6283,16596
6353,16722
6440,16989
6551,17372
6700,17917
6948,18535
7255,19500
7621,20229
7913,20365
8110,20364
8388,20369
9010,21208
9613,23570
10437,25566
11273,26664
11556,27821
11591,27837
11663,28098
11749,28170
