542,3318
1772,5983
2699,8470
3138,9887
3491,10616
3776,10725
4538,12506
5703,14227
6872,18737
7793,19072
9074,22044
9600,24070
9816,24072
10887,33079
11239,33933
11239,33933
11347,33933
11704,35384
12862,36834
13276,37365
13576,37678
13670,37881
13864,38804
13864,38804
14037,39712
13551,31069
14097,40041
14314,35736
14575,40728
14779,41488
